"Reviews","Reviews' Score","Sentiments"
"What cattle market Awfully cramped terrible food drinks Service poor Announcements English guessed understand garbled messages ",-2.35,"1) Very negative"
"Value money Seats comfortable low budget airlines I Gets AB comfortably Staff friendly attentive Do expect luxury low budget airline meets standards expected I recommend flying hours",4.85,"5) Very positive"
"Delays flight Check good London terrible Antalya Istanbul Staff competent hours flight delays glass water offered Food drink expensive board Announcements English complained Not good service Invest comfort respect deserve paying customer ",0.6,"5) Very positive"
"Because long queue front international Checkin counters Pegasus Airlines missed Flight Istanbul Zürich Switzerland counters checkin opened personal speak understand English minutes takeoff flight allowed bypass queue checkin late pass passport control long queue Running gate arriving ladies Pegasus Airlines looked scared irritated arrived The flight scheduled Back passport control allowed reenter country offices counters Airlines area wait till employee airline passed After hour paperwork invalidating exit stamps meantime groups passengers missed flights Turkish Airline Next ticket counter buy tickets flight back The earliest day meaning stay overnight hotel One Pegasus employee competent helped information Next pick luggage area international arrivals doors open No luck luggage picked employee Pegasus Airlines waited lost found counter My fiance back tickets told tickets reissued flight day While long queue tickets counter people fighting yelling Pegasus Airlines employees After attempts tickets hotel pay pockets At back Airport Arrival long discussions lost found counter Pegasus Airline luggage fiance mine made airplane Zurich Next morning arrive hours flight airport international Checkin counters time worse queue longer But experience previous day hours flight Istanbul SAW made back Flying cheap expensive If I fly cheap airline I small luggage check Disorganized overwhelmed staff queue area international Check counter counters opened Pegasus Airlines staff understanding speaking English ",-2,"1) Very negative"
"If expect warm friendly service airline I smile flights I I boarding passenger flight attendant point seating gave dirty Overall flights min delay flight norm I guess manage A B kind style Nothing compared TK",2.2,"5) Very positive"
"I flights booked Pegasus business vacation flights delayed minutes hour hour half Pegasus Airlines made miss business meeting lose car rental booking miss catching friends made trip stressfull I spent hours waiting airports airplanes They dont communicate min delay end waiting minutes",-0.6,"1) Very negative"
"Incompetence main theme Plenty wasted time employees staring documents clue A family divided cabin year allocated seat The cabin crew blamed ground crew asked father manage rest passengers busy taking orders meals Once shift cabin red eyed flight crew aggressive tolerance children closing window shutters We understand paid seats expected rude treatment",-3.45,"1) Very negative"
"The staff welcoming ignoring passengers boarding goodbye left plane made effort There inflight film radio flight I children flying Turkey hours occupied entire flight I predicament day lots families young children flying",2.77555756156289e-17,"4) Positive"
"Quite nightmare Tel Aviv London Istanbul Pegasus Our initial flight delayed hours staff gate nonchalantly goodnessknowswhat phones responding questions slightest hint regret plane hasnt arrived screen updated information passengers strewn floor napping waiting impatiently When boyfriend I plane wait hour started moving One muffled announcement incomprehensible English early bad air traffic Istanbul updates rest wait Zero flight attendants walking aisle sitting passenger seats courtesy offering basic water wait Of buy menu flight wont give basic drinking tap water free When passengers Head Attendant wait find whats made shut curtain hide conversation ostrich head sand As flight asked stewardess estimated time arrival She held finger wait briskwalked Of finally Istanbul wed missed flight What initially comfortable hour layover turned minute miss We told transfer desk put hotel night put flight hours After passport control leaving boyfriend choice purchase visa Turkey Pegasus desk staff bombarded questions I felt sympathy After explaining happened woman helped flight morning earlier flight told good Staff yelled names people gave instructions Turkish English eventually woman coach long wait nice hotel served sandwiches night buffet breakfast morning The morning coach airport minutes late queues checkin airport unbelievable Pegasus counters looked marketplace compared quiet Turkish airlines nearby My boyfriend I thought miss flight AGAIN queueing hour make board flight minutes late I avoid Pegasus costs means The hotel staff great redeeming factor staff helped airport Istanbul job awful",1.1,"5) Very positive"
"Terrible hours delay plane When asked food water staff dont buy brochure When asked theyre letting buy food drinks ",-1.1,"1) Very negative"
"Ercan London Stansted Istanbul Gokcen Pegasus ground staff Ercan helpful My return flight morning flight greeted politely cabin crew assisted put hand luggage overhead bins The flights comfortable offs Ercan Gokcen landings Gokcen Stansted smoothly toddler slept The safety video cute superheroes The negative thing I cabin crew bit difficult understand I husband speaks fluent Turkish translate things spoke announcement Turkish English Apart fault airline I lot reviews complaining leg room plane size high service spend money airline cater ",3.45,"5) Very positive"
"My journey began London Stansted Kayseri Istanbul SAW Everything planned flight departed hours late I slightly concerned I flight catch Istanbul Kayseri night Having landed Istanbul SAW hour flight I worried making flight bearing mind gate closes earlier actual departure time By time I plane made passport check mins passed I arrived passport control find long queue I waited approximately mins By time I made domestic departures I checked monitors flight listed Gate Closed I made Pegasus sales desk explained situation gentleman desk told plane landed mins scheduled flight apparently time make connecting flight I purchased ticket days I guided lost baggage area pick baggage I told wouldnt put plane I show flight I news baggage put flight Kayseri",-1.3,"1) Very negative"
"We landed Pegasus flight Istanbul Dubai On flight delayed cares The seats plane terrible On back IST DXB flight supposed leave We airport time changed Then screen appeared EDT confirmed Finally boarding At landing Dubai We left airport No entertainment careless crew Being low cost carrier dont care service offering Passengers paying money service offered acceptable Never Pegasus",2.55,"5) Very positive"
"Recently flew Munich TelAviv back It short flight pleasant enjoyable The staff board polite helpful Although short flight regular airlines I flown I fly Pegasus ",3.25,"5) Very positive"
"No magazine film hectic staff I children We plane plane There food left feed children We called cabin crew asked order food trolley By time trolley told hot food sandwiches run When I suggested elderly children made priority I told couldnt care ",1.15,"5) Very positive"
"Currently sat tarmac Gatwick hour mins departure time boarded time pushed back hour ago Delay apparently due air traffic issues flights slight delays impressed ",-1.3,"1) Very negative"
"Flight delayed Madrid Istanbul Flight hot stuffy Seats small leg space narrow Prices food items ridiculous Paid ml milo drink small packet peanuts",-2.1,"1) Very negative"
"The flight delayed hours London information Passengers left information whatsoever Arriving Istanbul scenario assist Pegasus After long wait finally ground crew showed called Pegasus book hotels transit passengers Final flight Dubai minutes delayed preordered meal unprofessional cabin crew Rubbish system I fly airline ",-1.15,"1) Very negative"
"This airline reliable They cancelled original flight hours departure I resheduled flight delayed hour They sell teawatercoffee extremely expensive prices charge customers call center Terrible customer service narrow seats worst airline I traveled ",-2.55,"1) Very negative"
"Flew day airline Both times hour delay No refreshments flight lot commercials flight information I fly airline ",-0.35,"2) Negative"
"Good flight paid select seats ensuring seats wanted I bags checked fine end destination hour transit Check crew picky slight overweight check bags full hand carry weight small bag weighing good I lug heavy bag transit Would fly ",0.7,"5) Very positive"
"First time Ill fly airline cabin crew unfriendly unenthusiastic On flight hrs mins crew served refreshments occasion served half passengers I serve I asked I drink stern I understand busy food spent time curtain back plane",-1.6,"1) Very negative"
"First time I flown I travelled wife toddler We thought boarded plane empty handed put hand luggage check bags At counter allowance hand luggage weight added check bags limit They counter set check desk insisted pay remove I open bag pull pair trousers tshirt This front waiting check In aeroplane seats lacked leg room uncomfortable The cabin crew miserable ",-3.1,"1) Very negative"
"We flew Istanbul Gokcen airport Dalaman Izmir Sobeha Gokcen return Our experience generally positive On time Pleasant staff One issue bag weight limit virtually roller boards checked We paid extra confirmed seat early boarding onecase entry plane shuttle bus earlyon extra cost questionable ",1.65,"5) Very positive"
"We flew Newcastle Dalaman May returned June I bit anxious reading reviews The surprise newish plane seats comfortable felt soft leather material plenty legroom The crew pleasant friendly helpful couple passengers wanted swop seats The return flight flights spot time I fly Pegasus ",3.55,"5) Very positive"
"Arrived Stansted airport told UK flight Istanbul delayed quarters hour I miss connecting flight The flight destination days In meantime I pay visa entry Turkey left stranded airport hotel miles city centre All staff Pegasus Turkey rude I received apology told I problems I shouldnt fly budget Needless I replacement flight food extra legroom I booked transferred hour replacement flight",-1.45,"1) Very negative"
"We flew London Stanstead Istanbul eventually heading Dubai hr mins stop Istanbul The flight London delayed hrs sitting hot plane information updates Food wise menu provided apparently menu flights I London Istanbul Istanbul Dubai whats point Eventually landed Istanbul hours late hungry thirsty time buy thing eat airport run end airport wouldnt miss flight",-0.25,"2) Negative"
"Had return flight April IstanbulKayseri experience Pegasus I LCC I opportunity fly New aircraft friendly crew contrast rude airport staff Turkey great prices adding baggagemeal allocated seat upgrade good small fee comparison LCC I recommend Pegasus",2.7,"5) Very positive"
"Have flight issue delays boarding procedures constant delays due late arrivals equipment failure They claim International Carrier time months issues flights transiting SAW Istanbul airport unable provide English speaking staff member consult passengers Pegasus Staff SAW rude Compared low cost carriers I regularly fly absolutely advise catch bus ride bike walk flying Pegasus Airlines",-1.1,"1) Very negative"
"Flew Pegasus part package holiday Bodrum I apprehensive I flyer heard airline Plane modern trips staff great language bit barrier English Turkish I recommend airline I flown package airlines Thomson First Choice Thomas Cook airline blew water seat space standard excels ",2.55,"5) Very positive"
"My trip Antalya Amsterdam Istanbul Pegasus bad disappointing The expected transfer time hour Istanbul hour Arrival Istanbul hour late hour delay Antalya The connecting flight closed arrival On arrival Istanbul staff informed I expect travel Amsterdam evening booked flight day Hours arranging papers airport arrange stay hotel Istanbul waiting Very unprofessional personnel airport Trip day bad experience long queues improper gate Very bad experience ",-4.15,"1) Very negative"
"Before departure nightmare Not Pegasus responsibility Flight Izmir Ankara Plane gate At schedule boarding time boarding announcement terminal But happened The Pegasus Gate Staff stayed minutes left He back minutes schedule departure time During time boarding final boarding announcement terminal screen showed flight closed When back simply told flight couldnt depart due technical problems wait aircraft coming Istanbul received message Pegasus flight depart late Again schedule boarding time announcement boarding But plane The airplane landed finally departed late No clear information time staff disappeared letting gate information However finally board cabin staff nice professional smiling service great But ground service nightmare",1.35,"5) Very positive"
"We flew number internal flights Pegasus trip Turkey international flights Istanbul Athens included connecting flight complaints We chose seats ordered snack glitches found staff helpful friendly This airline exceeded expectations low cost carrier",1.5,"5) Very positive"
"ATHSAWTZX B ATHSAW seat pitch great domestic flight SAWTZX seat pitch tight Friendly staff cabin uptight We ticket included baggage sandwich soft drink Sandwiches ware tasteful No IFE trip fall screens",2.05,"5) Very positive"
